Ano;Programa;Identificador_Unico;Descricao;Unidade_Medida;Periodicidade;Base_Geografica;Fonte;Fórmula_Calculo;Valor_Referencia;Data_Referencia;Valor_Final_PPA;Valor_Previsto_no_Ano;Periodo_01;Periodo_02;Periodo_03;Periodo_04;Periodo_05;Periodo_06;Periodo_07;Periodo_08;Periodo_09;Periodo_10;Periodo_11;Periodo_12;Comentarios
2010;16;2834;Taxa de Adesão dos Estados ao Pacto pela Saúde;%;Anual;Nacional;MS/SE/DAD;Número de UF com Termo de Compromisso de Gestão Estadual Homologado na Comissão Intergestores Tripartite dividido pelo número total de UF, multiplicado por 100.;44.0;2007.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Não Informado
2010;16;2835;Taxa de Adesão dos Municípios ao Pacto pela Saúde;%;Anual;Nacional;MS/DAD/MS;Nímero de municípios com o Termo de Compromisso de Gestão Municipal homologasdo pela Comissão Intergestores Tripatite, dividido pelo número total de municípios, multiplicado por 100.;5.0;2007.0;0.0;100.0;73.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Não Informado
2010;16;2836;Taxa de Constituição dos Colegiados de Gestão Regional;%;Anual;Nacional;MS/SE/DAD;Número de Colegiados de Gestão Regional reconhecidos pelas Comissões Intergestores Bipartite e Tripartite, dividido pelo número total de colegiados do País, multiplicado por 100.;12.0;2007.0;0.0;100.0;91.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Não Informado
2010;16;2837;Taxa de Planos Municipais de Saúde Aprovados pelo Conselho Municipal de Saúde;%;Anual;Nacional;MS/SE/SPO/CGPL;Número de municípios com plano de saúde aprovado pelo respectivo Conselho, dividido pelo número total de municípios, multiplicado por 100.;49.0;2006.0;0.0;100.0;49.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Não Informado
2010;16;2838;Taxa de Planos Estaduais de Saúde Aprovados pelo Conselho Estadual de Saúde;%;Anual;Nacional;MS/SPO/CGPL;Número de UF com plano estadual parovado pelo respectivo Conselho, dividido pelo número total de UF, multiplicado por 100.;80.0;2006.0;0.0;100.0;80.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Não Informado
2010;52;2624;Instituições Trabalhando em Parceria com as Ações do Programa;UNIDADE;Anual;Nacional;Relatório de Gestão do quadriênio 2003-2006 do Órgão Gestor da Política Nacional de Educação Ambienta;O somatório das instituições trabalhando em parceria com as ações do programa na data de apuração do indice de referencia sera igual a 100 (cem). A partir daí, os acrescimos neste numeros serao acrescentados em função do percentual de acréscimo e/ou decréscimo.;100.0;2007.0;0.0;400.0;320.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Não Informado
2010;68;1814;Taxa de Trabalho Infantil;PERCENTAGEM;Anual;Nacional;IBGE - Fundação Instituto Brasileiro de Geografia e Estatísitca;Relação percentual entre o número de crianças entre 5 e 15 anos que se encontram em situação de trabalho e o total da população entre 5 e 15 anos.;7.2;2005.0;0.0;0.0;5.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Comparando a taxa apurada em 2009 com a de 2010 houve uma redução de 80.000 crianças/adolescentes de 5 a 15 anos que deixaram de trabalhar. Todavia ainda se constitui em desafio a sua erradicação.
2010;73;2558;Taxa de Evolução do Número de Profissionais da Rede de Enfrentamento à Violência Sexual Capacitados;%;Anual;Nacional;Comissão Intersetorial de Enfrentamento da Violência Sexual contra Crianças e Adoelscentes;Quantidade de profissionais da rede de enfrentamento à violência sexual capacitados subtraído da quantidade de profissionais capacitados em 2006 (18.617) / profissionais da rede capacitados em 2006.;0.0;2006.0;0.0;35.0;79.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Na fórmula deste indicador foi verificado uma impropriedade, no final  falta multiplicar por 100. A correção foi solicitada por ocasião da fase qualitativa PLOA 2011. Em 2010 foram capacitados 33.424 profissionais.
2010;83;2706;Taxa de Proteção da População acima de 60 anos pela Previdência;percentual;Anual;Nacional;INSS/Ministério da Previdência Social;Relação percentual entre o número de beneficiários acima de 60 anos e a população acima de 60 anos, excluídos os beneficiários de benefícios de prestação continuada da Lei Orgânica da Assistência Social e da Renda Mensal Vitalícia.;74.77;2006.0;0.0;77.5;89.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;O acesso da população aos canais remotos de atendimento e a adoção de ações que facilitam o acesso ao direito tem permitido o atendimento à toda a demanda dessa clientela que busca o seu direito junto à Previdência Social
2010;83;2708;Taxa de Retorno de Segurados Reabilitados para o Mercado de Trabalho;percentual;Anual;Nacional;INSS/Ministério da Previdência Social;Relação percentual entre o número de segurados que retornaram ao mercado de trabalho no ano corrente e o número de segurados passíveis de reabilitação profissional.;65.0;2006.0;0.0;70.0;55.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"Fatores que dificultaram o atingimento da meta prevista:
- a greve da pericia médica, ocorrida de junho a setembro de 2010,  dificultou os agendamentos de  atendimento para avaliação conjunta de Reabilitação Profissional, que é feita pelo perito medico e o responsável pela orientação profissional;
- equipe reduzida face à demanda para atendimento de segurados no serviço de RP;
- interdependência da Reabilitação Profissional com as áreas de Logística e Procuradoria Federal Especializada, que retardam a finalização dos processos de aquisição de órteses/próteses e cursos profissionalizantes, aumentando o tempo de permanência dos segurados em programa de Reabilitação Profissional."
2010;83;2709;Taxa de Solução de Demandas;percentual;Anual;Nacional;INSS/Ministério da Previdência Social;Relação percentual entre a quantidade total de benefícios despachados no mês e a quantidade de benefícios represados no mês anterior mais os pré-habilitados no mês.;71.57;2006.0;0.0;77.0;96.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;As ações adotadas no ano de 2010, aliada às demais medidas incluídas no Plano de Ação do INSS para o exercício, permitiu o alcance de resultados positivos e possibilitou que fosse superada a meta estabelecida para o exercício.
2010;83;2710;Taxa de Solução dos Processos em Estoque no Conselho de Recursos da Previdência Social;percentual;Anual;Nacional;CRPS/Ministério da Previdência Social;Relação percentual entre o número de processos julgados no ano corrente e o estoque de processos nas Juntas de Recursos e Câmaras de Julgamento no final do ano anterior mais o número de processos recebidos no ano corrente.;69.85;2006.0;0.0;85.0;76.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Tal como ocorreu no exercício anterior, a insuficiência de servidores médicos peritos para atender à demanda de processos, impediu o alcance da meta, situação agravada pela greve desses profissionais. Foi verificado, ainda, que algumas Juntas deixaram de receber o volume de processos que lhe seriam destinados, o que levou à necessidade de remanejamento de processos entre as Juntas, resultando em morosidade na resolutividade desses processos.
2010;85;108;TMEA - Tempo Médio de Espera do Atendimento Agendado;dias;Mensal;Nacional;SIAE;"TMEA = Data da Solicitação do Agendamento - Data do Agendamento / Nº Agendamentos(*)

* Serviços avaliados: Auxílioreclusão, Salário Maternidade, Certidão de Tempo de Serviço - CTC, Pensão, Aposentadorias e Benefícios Assistenciais";37.0;2009.0;0.0;28.0;16.0;16.0;16.0;15.0;14.0;14.0;16.0;15.0;14.0;13.0;14.0;15.0;Fonte: INSS em Números.
2010;85;142;TMC - Tempo Médio de Concessão;Dia;Mensal;Nacional;INSS/MPS;Somatório dos dias entre a DER e a DDB de benefícios concedidos - (desp. 03 e 04) / somatório de benefícios concedidos - (desp. 03 e 04) Desp. 03 - Benefícios Judiciais Desp. 04 - Benefícios Revisados;32.0;2007.0;0.0;15.0;29.0;27.0;28.0;25.0;24.0;24.0;23.0;25.0;27.0;28.0;27.0;25.0;
2010;85;1750;Pesquisa de Satisfação do Usuário;Nota média 1/10;Anual;Nacional;INSS/Ministério da Previdência Social;Por meio de questionários aplicados aos cidadãos-usuários da Previdência Social, é averiguada a concepção destes em relação a um atendimento digno, ou seja, quais são as necessidades e expectativas do usuário quanto ao atendimento do INSS. Neste sentido, após verificarmos a pré-concepção do segurado é verificado como ele foi atendido pelo INSS. Ao término da pesquisa questiona-se ao cidadão qual é a nota atribuída a Instituição.  O produto da pesquisa não se limita a verificação da nota atribuída à instituição, mas também, possibilita aos gestores da instituição verificarem quais são as principais necessidades de atendimento dos segurados e, principalmente, as oportunidades de melhoria para adequar o atendimento prestado ao atendimento esperado.;7.57;2006.0;0.0;9.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"A Pesquisa de Opinião do INSS contou com aproximadamento 22 mil entrevistas com pessoas que requereram ou tiveram seus beneficios concedidos/indeferidos no período de abril a novembro de 2010. 
O questionário utilizado foi composto de 33 questões sobre os aspectos do atendimento da Previdência via Internet, Central 135 e as Agências de Atendimento. 
O bom resultado alçando é decorrente das ações em andamento que visam a melhoria dos serviços prestados aos cidadãos, seja por meio da ampliação da rede, das reformas nas Agências ou do aperfeiçoamento dos sistemas. 
As respostas servirão de subsídio importante no planejamento de novas políticas de melhoria do atendimento."
2010;85;2711;TME - Tempo Médio de Espera;MINUTO;Mensal;Nacional;SGA - Sistema de Gerenciamento do Atendimento;Média do tempo em que o segurado entra na APS - Agência da Previdência Social até o momento do seu atendimento.;50.0;2007.0;0.0;10.0;36.44;35.14;35.11;35.11;27.16;33.35;34.03;33.24;33.2;35.47;35.36;35.23;"São considerados os principais serviços: Aposentadoria por Idade Urbana e Rural, Aposentadoria por Tempo de Contribuição, Benefícios de Prestação Continuada- LOAS, CTC, Pensão, Salário-Maternidade, Auxílio-Reclusão e Perícia Médica.
Fonte: INSS em Números."
2010;86;145;Taxa de Ativos Totais das Entidades Fechadas de Previdência Privada em Relação ao Produto Interno Bruto (PIB);PERCENTAGEM;Anual;Nacional;SPC/Ministério da Previdência Social e IBGE/Ministério do Planejamento;Relação percentual entre o volume de ativos das entidades fechadas de previdência complementar e o PIB a preços correntes.;18.0;2002.0;0.0;18.0;16.35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"O dado do PIB 2010 é uma estimativa utilizando o PIB 2009 corrigido pela expectativa de crescimento do índice publicada pelo Banco Central do Brasil em seu relatório Focus. O valor dos recursos garantidores de dezembro de 2010 foi obtida por estimativa, partindo do valor de recursos garantidores  de julho de 2010, atualizado e carregado pela taxa SELIC do Banco Central do Brasil até o final do ano.

 Observa-se recuperação relativa do indicador nos últimos dois anos. Porém, é importante ressaltar que o crescimento do PIB para o ano de 2010, de acordo com estudos do Banco Central, descritos no relatório de inflação de dezembro de 2010, é de 7,3%. Os ativos das EFPC cresceram, até outubro de 2010, 6,1%. Desta forma, a relação dos ativos pelo PIB deve se alterar quando comparados valores dos ativos e PIB referentes a dezembro de 2010."
2010;89;147;Taxa de Comprometimento da Receita Líquida da União;PERCENTAGEM;Anual;Nacional;Demonstrativo de Despesas da execução orçamentária da União/STN/MF;Relação percentual entre a despesa líquida com inativos e pensionistas e a receita corrente líquida da União, onde despesa líquida = despesa com aposentadorias e pensões deduzido o valor total da contribuição para o plano de seguridade social;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Não Informado
2010;99;150;Taxa de Cobertura do Sistema Público de Emprego, Trabalho e Renda na (Re)Inserção no Mercado de Trabalho Formal;PERCENTAGEM;Anual;Nacional;CAGED/SPPE/MTE;Relação percentual entre os trabalhadores colocados ou recolocados pelo Sistema Nacional de Emprego - SINE e o total das admissões registradas pelo Cadastro Geral de Empregados e Desempregados - CAGED.;7.0;2006.0;7.0;7.0;6.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Nos dois últimos anos a Intermediação de mão-de-obra vem passando por mudança em seu sistema de gestão das informações, havendo ainda relatórios a serem emitidos, o que pode interferir nos resultados apresentados para a variável colocados, o que pode inclusive possibilitar se chegar ao percentual previsto.
2010;99;1733;Taxa de Captação de Vagas;PERCENTAGEM;Anual;Nacional;CAGED/SPPE/MTE;Relação percentual entre o número de vagas captadas pelo Sistema Nacional de Emprego - SINE e o total de admissões registradas pelo Cadastro Geral de Empregados e Desempregados - CAGED no ano.;14.0;2006.0;14.83;14.83;19.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2010;99;2087;Taxa de Aproveitamento de Vagas;PERCENTAGEM;Anual;Nacional;SINE;Relação percentual entre o número de trabalhadores colocados pelo Sistema Nacional de Emprego - SINE e o número de vagas captadas pelo SINE.;50.0;2006.0;44.57;44.57;34.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Nos dois últimos anos a Intermediação de mão-de-obra vem passando por mudança em seu sistema de gestão das informações, havendo ainda relatórios a serem emitidos, o que pode interferir nos resultados apresentados tanto pra variável vagas, quanto para a variável colocados. Embora tenha sido previsto 43,7 pontos percentuais, em 2009 esse indicador já apresentou resultado abaixo dos 40%.
2010;99;2493;Taxa de Cobertura do Abono Salarial;%;Anual;Nacional;CGSAP/DES/SPPE/MTE;Relação percentual observada entre o número de Trabalhadores Beneficiados pelo Abono Salarial e o número de trabalhadores Identificados na Relação Anual de Informações Sociais - RAIS com direito ao Benefício.;94.09;2007.0;97.78;97.78;96.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Considerando-se que a taxa se refere ao ano-calendário de pagamento do abono, o qual vai até junho do ano seguinte, esta taxa aponta que deverá chegar ou até ultrapassar os 97% previstos para 2010.
2010;99;2494;Taxa de Cobertura do Seguro Desemprego;%;Anual;Nacional;CGSAP/DES/SPPE/MTE;Relação percentual observada entre o número de trabalhadores segurados e o número de trabalhadores demitidos sem justa causa, informados no Cadastro Geral de Empregados e Desempregados - CAGED/MTE.;62.77;2007.0;81.92;81.92;71.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2010;101;1371;Carga Horária Média por Pessoa Qualificada;Hora;Anual;Nacional;MTE/SPPE/DEQ;Média do número de horas dispendidas para qualificação da atividade por pessoa. Somatório da multiplicação da carga horária de cada curso de qualificação pela quantidade de inscritos, dividido pela quantidade de inscritos.;191.52;2005.0;200.0;200.0;199.59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"Os dados foram extraídos da base de gestão da qualificação e referem-se aos dados parciais da execução dos convênios firmados em 2009 (LOA 2009) e executados em 2010.
. A carga horária média para os cursos de qualificação desenvolvidos no âmbito do programa seguem o que consta definido na Resolução nº 575/08 CODEFAT e Termo de Referência, assim, como o estabelecido como adequado é a carga horária de 200 horas, podendo assim terem curso com carga horária menor e outros com carga horária maior, de forma a manter a média de 200 horas, o resultado parcial próximo a 200 horas é satisfatório para fins de aferição do resultado da qualidade pedagógica dos cursos."
2010;101;157;Número Índice de Cobertura Relativa da População de Mulheres;número índice;Anual;Nacional;MTE/SPPE/DEQ;Participação relativa da população de mulheres dentro do total de beneficiários do Programa sobre a participação relativa da população de mulheres dentro da População Economicamente Ativa - PEA no ano anterior, multiplicado por 100.;135.28;2005.0;135.0;135.0;146.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Os dados foram extraídos da base de gestão da qualificação e referem-se aos dados parciais da execução dos convênios firmados em 2009 (LOA 2009) e executados em 2010.
2010;101;2237;Taxa de Integração das Políticas de Qualificação às Políticas Públicas de Trabalho, Desenvolvimento e Inclusão Social;percentual;Anual;Nacional;MTE/SPPE/DEQ;Somatório das participações relativas dos trabalhadores beneficiários do Programa de Qualificação que foram atendidos por políticas de trabalho (Primeiro Emprego, Intermediação de Mão-de-obra, Economia Solidária e Microcrédito), por políticas de inclusão social (Programa Fome Zero, Bolsa-família, Políticas Afirmativas, Políticas Agrárias e Desenvolvimento Territorial) e por políticas de geração de emprego e renda, em relação ao público total atendido pelo PNQ.;70.0;2005.0;86.0;86.0;72.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Os dados foram extraídos da base de gestão da qualificação e referem-se aos dados parciais da execução dos convênios firmados em 2009 (LOA 2009) e executados em 2010.
